identifier,label
P09983,0
P17870,0
Q09161,0
P52298,1
P40136,0
Q9ES89,0
P07342,0
P50097,0
O00204,0
P07363,0
P12497,0
P0A6G1,0
P0ABS1,0
P0ABE0,0
P78504,0
P03176,0
Q96T21,1
P07516,2
P0A6R3,1
P53551,1
P04325,1
P0AFG8,0
P53350,0
P32170,0
P11632,0
Q9SQZ9,0
Q01853,0
P50477,0
P43351,0
Q05158,1
Q14191,0
P02511,0
O35718,0
P12579,2
Q9Y613,0
P53563,1
P80457,0
P84092,0
Q9Y3D6,0
P37727,1
P08083,1
P11157,1
Q9Z0U4,0
Q13485,0
P04156,1
P25963,1
O24646,1
P50542,1
Q49AN0,0
Q43125,1
Q6Q547,1
Q08826,0
Q9UBE0,1
Q9UBT2,0
P09938,0
P49723,0
Q62165,0
P10275,1
Q9Z2F5,1
P30273,1
O60356,2
P56210,0
Q97ZL0,0
P60472,0
P52179,0
O54918,1
P25054,0
Q969F2,1
O95997,2
Q9NQC3,0
P02783,1
P12950,2
Q08655,2
P06701,1
Q9LZP9,2
O43236,1
Q9VPU8,2
Q91V27,1
Q14061,2
B0FRH7,2
Q9NX55,2
O00488,2
P02628,2
P16860,1
P0AFX7,1
Q9NZ94,0
Q9C000,0
Q16143,2
Q00955,0
P49354,0
O66493,0
P28583,0
Q9Y296,0
Q61337,2
Q6P8Z1,2
P63098,0
P13102,0
Q07932,0
P09132,0
P39900,0
P03305,0
P77072,0
P54252,1
P0AG16,0
O24172,1
P16006,0
A2VD23,2
Q9CQK7,2
P27958,0
J7QLC0,1
P48539,2
P49869,1
P60723,1
Q24246,0
P42759,2
Q16595,1
Q13573,0
O81283,1
Q9SLF3,1
P30291,1
Q22472,2
Q07412,0
Q9WMX2,0
P02788,0
P53954,0
Q58667,0
Q68FT9,0
P00736,0
P63045,1
P83949,1
P35638,1
P45976,1
P0AG11,2
Q05323,0
P15309,0
Q07097,1
O76070,2
P38634,1
Q01844,1
Q09472,0
P17120,0
Q89933,1
P51671,1
P22362,1
Q91ZE9,2
Q01231,1
P00441,0
P26039,0
Q9ZPI5,0
P59113,1
P07674,1
P31168,2
P42758,2
P16458,1
Q9CX60,2
Q8LBP4,1
P81558,2
Q01417,2
P32004,0
P42763,2
P19250,0
P81019,1
Q29983,0
Q92886,1
P06935,0
Q69422,0
P19711,0
P12810,1
P11171,0
Q99801,1
Q98157,1
Q9IH62,0
P08067,0
P30185,2
P45561,2
Q8N488,2
Q9Y258,0
Q9IK92,1
O89339,1
Q9IK91,1
O55778,1
P46937,0
P24522,0
P22943,2
Q15517,1
Q9UER7,0
O35613,1
Q9Y3M2,1
Q9UGL1,0
P02545,1
P35521,0
P37231,1
Q13569,1
Q05344,1
Q8IRG6,0
P0AGE2,1
Q9MAA7,0
Q9LQT8,0
P41851,1
Q5UPJ7,0
P00760,1
P00974,1
P02631,0
Q00496,0
O08785,0
Q9UKV8,0
P03040,0
Q99LM3,1
P01160,1
P46108,1
Q9TY14,2
Q38151,1
E6PBU9,1
C4M0U8,2
Q70Q12,1
Q9BSY4,0
P80220,1
E6PBU3,1
O89467,1
O00585,1
P0A9K9,1
P27782,0
Q28181-4,2
Q24F70,1
P20435,1
P40719,1
P15311,0
P0ACF8,1
P46670,1
P10279,1
G4NEJ8,1
B2LME8,1
P38801,1
P08245,1
P9WHJ5,1
P36886,1
P05387,1
P50616,1
P62326,2
P15382,1
O15273,1
O14214,1
P9WNK3,1
Q9BJX6,1
P61012,1
P22179,1
P0A311,1
A1B8N7,1
Q84ZX5,1
P24937,1
P80870,1
P0A882,1
Q9V452,1
Q97QZ2,1
P01252,2
Q9DCL8,2
P41236,1
O73557,1
Q885L4,1
N1NXA6,1
Q9NJS1,1
O31467,1
P13183,1
P22995,1
P69428,1
Q03337,1
P01139,1
Q16186,1
P46065,1
O14733,0
P12506,2
P01096,0
P23632,0
O60888,0
P20220,1
Q49ZM2,1
Q9Q8E9,1
P36932,1
Q9KX51,1
P00127,1
Q9X8U3,1
Q980M2,1
A8AZZ3,1
Q9L9I0,0
P49785,1
Q9X0Q3,1
Q9BQ15,1
Q6P3W2,0
Q9NHC3,0
F2Z293,1
H0W0T5,1
A4ZNR2,2
P80428,0
Q9H981,0
Q12406,0
P69723,1
P14340,0
P9WHN5,2
G8HXD9,2
G1TDB3,1
Q83ZN8,1
Q9DDG2,1
Q9RY65,0
P21246,1
P9WF19,0
O31818,1
P08240,0
Q7B2Z6,1
P03421,1
P10121,1
Q57565,0
P13338,1
P44654,1
Q04660,0
O75496,0
O32728,1
P47813,1
Q58876,1
Q9HB71-2,1
P9WJ35,1
P41567,1
Q8N4Q1,1
A0A0J9X1Q5,0
I7MK25,0
Q5JH72,1
Q8GY31,0
P21583,0
A0MHA3,1
C6KEI3,1
P67966,1
J8TM36,0
Q9BQB4,1
A0L5S6,0
P04608,1
P80723,2
Q5ZYC9,1
P35926,1
G1K3N3,1
P61925,2
P31087,1
O88998,0
Q12972,1
P04859,0
Q62627,2
Q93009,0
Q647G9,1
O35274,1
O10609,1
Q9HAU5,0
P17677,2
Q9H832,1
Q9YGY0,0
P06836,2
Q63K18,1
C0J347,1
P46984,2
O15169,1
P52630,0
P42224,0
P0DJ89,0
P0C6L3,2
P09415,0
Q60795,0
Q02548,0
P0ABD8,1
P46108-2,2
P42866,1
Q86FP9,1
P04578,0
Q86FP8,1
P35961,1
P36595,1
P12357,1
Q87WW0,1
Q8QWD4,1
A0A0H3CFC9,1
P0ACX9,1
P12355,1
P0AAC0,0
P27356,1
Q9I332,1
P39015,1
P01097,1
Q9WZ73,1
P0A4T9,0
Q05127,0
P03315,0
O87120,1
Q9KJ82,1
Q8PMB6,1
P97303,1
P51177,1
P68390,1
P27392,1
P68927,1
O94742,2
Q83AR4,1
Q20MD5,1
P56254,0
Q6URW6,0
Q01101,0
P27708,0
P02619,2
A5YV76,0
Q4DRC4,0
Q51912,0
Q99IB8,0
Q91006,1
P73124,2
Q39805,2
I1JLC8,2
Q9S446,0
Q9FUM5,2
Q9FUW7,2
Q80FJ1,1
Q47785,1
Q7DB66,0
O50835,1
Q39532,0
Q6QCC2,0
P0A6X3,1
Q7LKB1,1
Q8MWS6,0
Q76LA1,1
Q8GT36,2
A7UMX5,2
Q42512,1
Q9SIN5,1
Q71FK2,0
A8CDV5,2
Q6PBE3,1
Q9NQI0,1
Q9NQI0-2,1
P19599,2
Q9UBB5,1
Q6MRH6,2
P42568,0
O23764,2
Q61548,0
Q7YUB9,2
P20676,1
Q02629,1
P14907,1
P40477,1
P40517,1
Q9C1S9,0
Q7X2A1,0
Q7TP21,0
Q1K7R9,0
Q9SKI4,0
Q10Q08,0
Q1PAB4,2
Q9XES8,2
G4SLH0,1
P96884,0
B7T1D7,0
Q9BP37,1
Q9BP38,0
Q25733,0
P61244-2,0
Q16222-2,0
O00204-2,0
P10636-8,2
P04370-5,2
Q13698,0
P46531,0
P20444,0
P16471,1
Q13148,1
P22626,1
Q9UHD9,1
Q13501,0
P27986,0
D0PV95,1
P16333,0
Q16236,0
Q03164,0
O60566,0
Q12834,1
P35222,0
P24864,0
Q38825,0
Q27934,0
P43403,0
Q9Y261,0
O43561,1
Q8VHK2,1
O43806,1
P12296,0
P49757,0
O14558,1
Q12778,0
Q00987-11,0
P10071,0
P40019,2
Q6FI81,1
A0A0G2JXC5,0
P38293,2
P70604,0
O92972,0
P08008,1
O34800,2
Q9I322,2
A0A068MVV3,2
Q14457,1
P03255,1
P03259,2
Q9JK11,0
P9WI73,0
P19594,1
O66858,0
P07305,1
P04908,1
P06899,1
A6NF83,2
P9WPI9,1
Q9UMS4,0
Q96SD1,0
O14974,0
Q9HAN9,0
O30916,1
P02730,0
F9UST4,0
P24255,1
O00268,1
P42768,0
O43516,1
Q15726,2
O43474,1
P28235,1
P08033,1
P0AE98,1
Q14978,2
Q8RY59,0
P56621,1
P22216,0
O96013,0
P46669,0
P03086,1
P34087,0
Q5XXP4,0
Q9WUP7-2,0
O14140,1
P55036,0
Q9H211,0
P39007,0
P48439,1
B9KDD4,0
O29867,0
Q47184,1
O55000,0
O75807,0
Q15797,0
O43312,0
Q9UMZ1,2
P55735,0
P36100,1
P20591,0
Q9UJX2,0
P19634,0
P25638,0
O76074,0
P12823,0
O13916,1
O95292,1
P61073,0
P02283,1
P01137,0
P05386,1
P12956,0
P13010,0
Q32ZE1,0
P41208,0
P53905,1
P49848,1
Q9H816,0
Q8NG31,0
Q15691,0
Q03132,0
Q6VMQ6,0
Q68DK7,0
Q8N5Y2,0
P05067,0
Q9JM54,1
Q16576,0
Q9Y3E7,0
P24928,0
Q97W59,2
Q7Z094,1
Q9VZU1,1
O43313,1
Q9KMA5,1
Q9KMA6,0
P0AE72,1
P49768,0
Q13542,2
Q98XH7,2
Q6BBK3,1
Q96273,2
Q9SLJ2,2
O14519,1
Q99LJ8,1
P08392,0
Q03518,0
Q9BXH1,0
O60828,1
P50750,0
Q8WUP2,1
Q6NUK1,0
Q9UMX1,0
Q9N4U5,0
Q9QWH1,0
P25916,1
O60741,0
Q15796,0
P36152,1
Q01924,1
Q8R316,0
Q9HCJ0,0
O43236-6,0
Q9Y4P1,0
Q8IV16,0
Q9C0C7,0
P28324,0
P32639,0
P17931,1
B7T1D9,0
O94907,0
P03709,1
Q96B02,0
P0A903,1
P52564,0
Q13469,0
P12302,0
P46014,0
Q49492,0
P15927,1
P62826,1
Q24139,0
Q8WXE9,0
P84233,1
P62799,1
P53330,1
P04879,1
P01130,0
Q9Z0P7,0
G0SCY6,1
G0S4M4,0
P45985,1
P47093,1
Q06406,0
Q92913,0
Q5V913,0
O61667,0
P31016,0
Q16543,0
Q2KIG3,1
Q15004,2
P06400,1
Q01094,1
P03120,1
Q09427,0
Q03071,1
C6ZFX3,2
E1UJ20,2
P04052,0
P31431,0
O60829,2
P54936,0
P90976,1
O14936,0
A5F384,0
P44228,1
P14921,0
Q2Q4X9,2
Q9UJX4,0
P30260,1
Q9Y239,0
P30281,0
P10923,2
Q15637,0
Q9UKT4,1
Q9UBU9,0
Q13042,1
Q8NHZ8,1
P60006,1
Q96DE5,1
Q01081,1
Q92973,0
Q9Y3B4,1
P41352,0
P41351,0
Q13188,1
O60563,0
P28229,1
Q8IW19,0
Q9SP32,0
P36118,2
Q6GX35,0
Q96GU1,2
P06748,1
P55980,1
Q02413,1
P63277,1
Q9UJX5,0
Q9UJX3,0
Q96FI4,1
Q5UPT2,1
O13828,1
P04626,1
P40161,0
P11912,1
P40259,1
P69346,1
Q9UBK2,1
Q9NR61,0
P22059,0
Q01097,0
P09429,1
Q9VMA3,0
P08510,1
P0AFG0,0
Q9NK80,1
O70480,1
Q9JI51,1
Q5R6Q2,1
G3V7P1,1
P33328,1
P32867,1
P39926,1
P0AGB6,0
P08263,0
Q9UQC2,0
Q15418,0
P9WIP5,1
O25010,1
P03050,2
P53378,0
Q02297-10,1
Q5RJL0,2
Q9UM11,0
Q9UJX6,1
Q57904,1
P15273,0
O75554,1
Q07889,0
B6KJB6,1
P04147,0
O57173,1
O00429,0
Q9DBZ9,1
P06401,1
P84634,0
Q8WV28,0
M5BF30,0
P84051,0
P29274,1
Q8CJF7,1
Q8WYP5,1
J7FTI7,1
Q99523,0
P33763,0
D6PZY5,1
P23443,0
Q9EPU7,0
Q96GC6,1
P27682,2
Q9XTY3,2
Q04964,2
Q9UMR2,0
P08235,1
Q9Z1X4,0
Q9CXY6,0
Q12905,0
Q9GSG7,1
B9UCQ5,0
P34021-2,1
P12931,0
Q88QP8,0
P0C0Y1,1
C6KSX0,0
P41969,1
P34233,0
P06239,0
Q8NQJ3,1
Q868N5,0
P19880,0
P52799,1
P9WJA9,1
Q92945,0
P18212,0
Q8VHC5,0
P21374,1
Q80ZV0,1
P52945,1
Q9BRG1,0
P47142,0
Q93KQ4,1
Q86WV6,0
Q96IZ0,0
Q12483,0
Q06208,0
P29539,0
Q9Y6H6,1
P47910,1
Q06696,1
O88597,0
Q14653,0
P03126,0
P10104,1
P03070,0
Q9NR28,0
P20823,0
Q06609,0
Q03834,1
Q06433,0
P14736,1
P32628,1
A0A0H2ZP82,0
Q07955,1
P06492,1
O75506,1
P09038,0
P20239,0
P35236,0
P51449,0
P84022,0
P0C1H4,1
P0A7K2,0
Q96T88,0
P36578,1
Q09882,0
P12301,0
P70444,1
P55957,1
Q548Y4,0
P12081,0
Q26680,0
Q9I1X7,0
O75928,0
P06454,2
P02549,0
Q5VZK9,0
Q99741,0
Q07666,0
O95644,0
P69490,0
Q8AVN9,0
P80644,0
P52597,0
P9WKX3,1
P04271,1
P9WNR7,0
P68688,0
Q6PHW0,1
P48788,1
P05556,0
P51023,0
P62877,1
Q13029,0
Q0GBY3,1
P37173,0
P03714,1
O95718,0
Q9NQA5,0
Q9H1D0,0
P58753,0
Q8WUG5,0
Q07912,0
O54928,0
P53632,1
Q8GYN5,2
Q3LS93,2
Q05917,0
P21736,1
O75112-6,1
Q53GG5,1
Q2JIZ5,0
Q86UX7,0
Q87P35,1
D2JX42,2
A0A1Z3GD05,2
P98177,0
A0A1Z3GD08,2
A0ZWU1,1
Q99ML1,0
Q9BUH6,1
P49790,0
P53999,1
P40855,1
Q67953,1
P49005,0
Q9I832,0
Q15910,1
P25644,0
Q7Q3R9,1
P85800,2
Q6F3E8,0
O43715,1
O14713,0
P37330,0
P68005,1
P38968,1
P08514,0
P05106,0
P03404,0
Q92540,0
Q13451,0
P05107,0
Q9JK66,0
P10686,0
P04480,1
Q9M605,1
P09012,0
Q96270,2
Q5NJL5,2
P17639,2
P01042,0
O75533,1
P47047,0
P35247,0
P51587,0
P84040,1
P68246,1
Q99075,0
O95149,1
Q2GI62,0
P52926,2
Q96AY2,0
Q9UPR3,0
Q9JIH2,0
Q15596,0
P0C077,0
P02655,1
Q9UKT5,0
P08592,0
Q07930,1
O14776,0
O60885,0
Q13568,0
Q96RI1,0
P77522,1
Q02078,0
P03254,2
P17763,0
P29990,0
Q2YHF0,0
P07986,0
Q9RJY2,0
P83731,1
Q9EPH0,0
P11021,0
Q5JJ98,0
Q8BH64,0
Q4JC68,0
P50553,2
Q9NRY2,1
P31324,1
A0A2K8FR49,2
S6AWC2,2
O65934,0
Q9HZJ8,1
P04083,1
Q63450,0
P38516,1
P19619,0
P22303,0
P0CE48,0
P0CF51,0
A4C1A5,1
P27058,2
M1GUG5,2
P01071,2
P13693,0
Q09514,1
Q02554,0
Q6CMF0,0
P76407,0
Q8HYY9,1
Q8TEK3,0
Q14493,0
P36894,0
Q80VP1,1
P27321,0
Q07009,0
E2IHW6,0
Q8K4J6,0
O14745,1
O08807,0
O15922,1
P16220,0
Q92793,1
P47710,2
P04183,1
Q9H2Y7,0
Q9M4V2,0
O75683,1
Q9NRJ3,2
P32684,0
P52272,0
P30429,0
P17405,0
P32504,0
P62805,1
Q98325,1
O74774,1
P41814,1
P14335,0
P33322,0
P70447,1
Q9Y7M4,0
Q9FG31,2
O74499,1
O14352,1
P38919,0
P04383,1
P33411,0
P02686-5,2
E1BSW7,1
Q9JPP1,1
P49427,1
P28698,0
P27472,0
P60604,0
O94316,0
A0A045GWT8,2
Q00944,0
Q02199,0
P52948,0
Q03281,0
P30307,0
P06437,0
O94444,0
P04386,0
P0ABS5,0
P0AGE0,1
P63159,1
Q2TAZ0,0
O67086,1
P32337,0
P47054,0
Q676U5,0
Q24570,0
Q9HD26,0
Q925J9,0
P49687,0
P35729,0
P36161,0
P32566,1
P61328-2,1
P16050,1
Q02388,0
Q8WUM0,0
Q8N726-1,2
Q72J05,0
P37028,0
O15234,0
Q9BS26,0
P52695,0
P51965,1
O00571,1
P21734,0
P68466,0
P53136,0
P37455,1
P0ADV9,0
Q9Q6P4,0
Q5UB51,0
Q2TUW1,2
P02808,1
A0A140GKJ0,1
Q03519,0
P05769,0
Q93P54,0
P32521,0
P29375,0
P24385,0
Q02821,0
Q99958,0
Q13547,1
P08476,0
P10721,0
P38862,0
P68363,0
Q96F86,0
P14598,0
P26554,0
Q9JLC3,1
P13848,1
P42226,0
P32120,0
Q12306,1
Q8IVG9,2
Q9Y6K9,0
P29131,1
Q92905,0
P04486,0
Q96PU5,0
P63165,0
Q05471,0
P60761,1
P50498,2
Q71UI9,0
Q15843,0
Q0JRZ9,0
Q7DD77,1
Q8T9B6,1
Q8IG33,1
Q9ERE7,1
O43663,1
Q03689,1
P53865,0
O60200,0
Q05776,0
Q00169,1
P53779,0
K7J0R2,0
C4PB33,0
O17428,0
Q9BUQ8,1
P13861,0
Q98148,0
O46385,1
O60701,0
A0A0H2W778,1
A0A178W0D3,0
